Android application is debugging.
04-03 09:22:06.909 D/Mono    (16129): Assembly Loader probing location: '/storage/emulated/0/Android/data/XChallenge.XChallenge/files/.__override__/Plugin.Media.Abstractions.dll'.
04-03 09:22:06.911 D/Mono    (16129): Image addref Plugin.Media.Abstractions[0x98c84e60] -> /storage/emulated/0/Android/data/XChallenge.XChallenge/files/.__override__/Plugin.Media.Abstractions.dll[0xa3f49a00]: 2
04-03 09:22:06.911 D/Mono    (16129): Prepared to set up assembly 'Plugin.Media.Abstractions' (/storage/emulated/0/Android/data/XChallenge.XChallenge/files/.__override__/Plugin.Media.Abstractions.dll)
04-03 09:22:06.911 D/Mono    (16129): Assembly Plugin.Media.Abstractions[0x98c84e60] added to domain RootDomain, ref_count=1
04-03 09:22:06.913 D/Mono    (16129): AOT: image '/storage/emulated/0/Android/data/XChallenge.XChallenge/files/.__override__/Plugin.Media.Abstractions.dll.so' not found: dlopen failed: library "/data/app/XChallenge.XChallenge-1/lib/x86/libaot-Plugin.Media.Abstractions.dll.so" not found
04-03 09:22:06.913 D/Mono    (16129): AOT: image '/usr/local/lib/mono/aot-cache/x86/Plugin.Media.Abstractions.dll.so' not found: dlopen failed: library "/data/app/XChallenge.XChallenge-1/lib/x86/libaot-Plugin.Media.Abstractions.dll.so" not found
04-03 09:22:06.916 D/Mono    (16129): Assembly Loader loaded assembly from location: '/storage/emulated/0/Android/data/XChallenge.XChallenge/files/.__override__/Plugin.Media.Abstractions.dll'.
04-03 09:22:06.916 D/Mono    (16129): Config attempting to parse: '/storage/emulated/0/Android/data/XChallenge.XChallenge/files/.__override__/Plugin.Media.Abstractions.dll.config'.
04-03 09:22:06.916 D/Mono    (16129): Config attempting to parse: '/usr/local/etc/mono/assemblies/Plugin.Media.Abstractions/Plugin.Media.Abstractions.config'.
04-03 09:22:06.917 D/Mono    (16129): Assembly Loader probing location: '/storage/emulated/0/Android/data/XChallenge.XChallenge/files/.__override__/Plugin.Media.dll'.
04-03 09:22:06.920 D/Mono    (16129): Image addref Plugin.Media[0x98c85220] -> /storage/emulated/0/Android/data/XChallenge.XChallenge/files/.__override__/Plugin.Media.dll[0xa3f4a400]: 2
04-03 09:22:06.920 D/Mono    (16129): Prepared to set up assembly 'Plugin.Media' (/storage/emulated/0/Android/data/XChallenge.XChallenge/files/.__override__/Plugin.Media.dll)
04-03 09:22:06.920 D/Mono    (16129): Assembly Plugin.Media[0x98c85220] added to domain RootDomain, ref_count=1
04-03 09:22:06.923 D/Mono    (16129): AOT: image '/storage/emulated/0/Android/data/XChallenge.XChallenge/files/.__override__/Plugin.Media.dll.so' not found: dlopen failed: library "/data/app/XChallenge.XChallenge-1/lib/x86/libaot-Plugin.Media.dll.so" not foundLoaded assembly: /storage/emulated/0/Android/data/XChallenge.XChallenge/files/.__override__/Plugin.CurrentActivity.dll [External]

04-03 09:22:06.923 D/Mono    (16129): AOT: image '/usr/local/lib/mono/aot-cache/x86/Plugin.Media.dll.so' not found: dlopen failed: library "/data/app/XChallenge.XChallenge-1/lib/x86/libaot-Plugin.Media.dll.so" not found
04-03 09:22:06.926 D/Mono    (16129): Assembly Loader loaded assembly from location: '/storage/emulated/0/Android/data/XChallenge.XChallenge/files/.__override__/Plugin.Media.dll'.
04-03 09:22:06.926 D/Mono    (16129): Config attempting to parse: '/storage/emulated/0/Android/data/XChallenge.XChallenge/files/.__override__/Plugin.Media.dll.config'.
04-03 09:22:06.927 D/Mono    (16129): Config attempting to parse: '/usr/local/etc/mono/assemblies/Plugin.Media/Plugin.Media.config'.
04-03 09:22:06.929 D/Mono    (16129): Assembly Loader probing location: '/storage/emulated/0/Android/data/XChallenge.XChallenge/files/.__override__/Plugin.MediaManager.Abstractions.dll'.
04-03 09:22:06.932 D/Mono    (16129): Image addref Plugin.MediaManager.Abstractions[0x98c85100] -> /storage/emulated/0/Android/data/XChallenge.XChallenge/files/.__override__/Plugin.MediaManager.Abstractions.dll[0xa3f4a900]: 2
04-03 09:22:06.932 D/Mono    (16129): Prepared to set up assembly 'Plugin.MediaManager.Abstractions' (/storage/emulated/0/Android/data/XChallenge.XChallenge/files/.__override__/Plugin.MediaManager.Abstractions.dll)
04-03 09:22:06.932 D/Mono    (16129): Assembly Plugin.MediaManager.Abstractions[0x98c85100] added to domain RootDomain, ref_count=1
04-03 09:22:06.934 D/Mono    (16129): AOT: image '/storage/emulated/0/Android/data/XChallenge.XChallenge/files/.__override__/Plugin.MediaManager.Abstractions.dll.so' not found: dlopen failed: library "/data/app/XChallenge.XChallenge-1/lib/x86/libaot-Plugin.MediaManager.Abstractions.dll.so" not found
04-03 09:22:06.934 D/Mono    (16129): AOT: image '/usr/local/lib/mono/aot-cache/x86/Plugin.MediaManager.Abstractions.dll.so' not found: dlopen failed: library "/data/app/XChallenge.XChallenge-1/lib/x86/libaot-Plugin.MediaManager.Abstractions.dll.so" not found
04-03 09:22:06.936 D/Mono    (16129): Assembly Loader loaded assembly from location: '/storage/emulated/0/Android/data/XChallenge.XChallenge/files/.__override__/Plugin.MediaManager.Abstractions.dll'.
04-03 09:22:06.936 D/Mono    (16129): Config attempting to parse: '/storage/emulated/0/Android/data/XChallenge.XChallenge/files/.__override__/Plugin.MediaManager.Abstractions.dll.config'.
04-03 09:22:06.936 D/Mono    (16129): Config attempting to parse: '/usr/local/etc/mono/assemblies/Plugin.MediaManager.Abstractions/Plugin.MediaManager.Abstractions.config'.Loaded assembly: /storage/emulated/0/Android/data/XChallenge.XChallenge/files/.__override__/Plugin.Media.Abstractions.dll [External]

04-03 09:22:06.938 D/Mono    (16129): Assembly Loader probing location: '/storage/emulated/0/Android/data/XChallenge.XChallenge/files/.__override__/Plugin.MediaManager.dll'.
04-03 09:22:06.940 D/Mono    (16129): Image addref Plugin.MediaManager[0x98c84fe0] -> /storage/emulated/0/Android/data/XChallenge.XChallenge/files/.__override__/Plugin.MediaManager.dll[0xa3f4ae00]: 2
04-03 09:22:06.940 D/Mono    (16129): Prepared to set up assembly 'Plugin.MediaManager' (/storage/emulated/0/Android/data/XChallenge.XChallenge/files/.__override__/Plugin.MediaManager.dll)
04-03 09:22:06.940 D/Mono    (16129): Assembly Plugin.MediaManager[0x98c84fe0] added to domain RootDomain, ref_count=1
04-03 09:22:06.941 D/Mono    (16129): AOT: image '/storage/emulated/0/Android/data/XChallenge.XChallenge/files/.__override__/Plugin.MediaManager.dll.so' not found: dlopen failed: library "/data/app/XChallenge.XChallenge-1/lib/x86/libaot-Plugin.MediaManager.dll.so" not found
